geneID	319_1_mouse_C57Bl6_Adip_iBA_1	319_2_mouse_C57Bl6_Adip_ScWA_2	319_3_mouse_C57Bl6_Adip_ScWA_3	319_4_mouse_C57Bl6_Adip_ScWA_4	319_5_mouse_C57Bl6_Adip_VisWA_1	319_6_mouse_C57Bl6_Adip_VisWA_2	319_7_mouse_C57Bl6_Adip_VisWA_3	319_8_mouse_C57Bl6_Adip_VisWA_4	319_9_mouse_C57Bl6_Adip_ScWA_1	319_11_mouse_C57Bl6_Adip_iBA_3	319_12_mouse_C57Bl6_Adip_iBA_4	319_13_mouse_SV129_Adip_ScWA_1	319_14_mouse_SV129_Adip_ScWA_2	319_15_mouse_SV129_Adip_ScWA_3	319_16_mouse_SV129_Adip_ScWA_4	319_17_mouse_SV129_Adip_VisWA_1	319_18_mouse_SV129_Adip_VisWA_2	319_19_mouse_SV129_Adip_VisWA_3	319_20_mouse_SV129_Adip_VisWA_4	319_21_mouse_SV129_Adip_iBA_1	319_22_mouse_SV129_Adip_iBA_2	319_23_mouse_SV129_Adip_iBA_3	319_24_mouse_SV129_Adip_iBA_4
ENSMUSG00000018239	3.929	3.442	3.959	3.376	3.084	4.307	3.068	4.359	3.507	3.366	3.811	3.935	3.803	4.481	4.089	3.717	4.985	4.341	4.888	4.789	3.114	4.068	3.471
ENSMUSG00000018263	1.796	0.317	0.117	0.239	0.060	0.045	0.125	0.051	0.260	0.826	1.101	0.341	0.109	0.244	0.189	0.032	0.081	0.166	0.099	0.831	0.713	1.206	0.850
ENSMUSG00000018286	160.344	97.887	104.537	108.325	154.833	105.404	125.833	114.479	111.591	94.276	123.832	83.841	91.704	85.744	90.152	90.380	90.197	92.887	85.540	54.733	50.214	63.498	65.072
ENSMUSG00000018287	33.138	29.952	33.649	31.803	40.116	42.830	40.736	43.590	32.768	29.818	27.772	29.360	29.623	26.974	30.084	36.470	40.160	37.900	36.122	19.996	19.145	23.898	22.387
ENSMUSG00000018293	171.807	129.299	135.464	141.728	256.506	172.930	183.610	177.438	155.139	86.108	137.637	124.248	137.532	131.109	138.793	171.957	171.597	170.093	166.273	106.499	85.082	97.556	97.114
ENSMUSG00000018322	14.762	14.950	13.266	14.080	17.406	16.424	17.254	16.785	13.347	10.315	15.420	14.144	14.516	15.542	14.627	17.047	17.087	17.035	18.213	15.321	12.772	14.589	12.634
ENSMUSG00000018326	96.224	339.039	355.314	349.674	329.327	348.936	358.764	378.933	352.374	135.117	110.324	351.445	329.860	319.852	315.161	448.887	410.749	408.207	441.793	138.528	112.031	149.141	128.971
ENSMUSG00000018334	6.863	6.604	7.122	7.003	6.866	6.085	4.438	5.480	6.149	4.448	4.767	4.347	6.782	6.644	6.030	4.643	5.975	5.880	5.185	4.526	3.698	5.744	4.538
ENSMUSG00000018339	2123.870	426.671	400.048	421.627	785.731	511.798	775.111	493.431	480.325	976.951	1192.140	301.858	330.635	334.950	292.981	345.819	353.825	446.583	370.954	282.132	342.464	726.817	506.575
ENSMUSG00000018340	237.628	294.686	271.453	298.098	331.191	292.264	352.599	289.309	278.975	138.530	203.956	195.445	216.745	204.588	191.799	224.771	252.495	240.933	247.547	78.532	73.374	106.401	86.200
ENSMUSG00000018341	0	0.080	0.088	0.090	0	0.086	0.069	0.238	0.075	0.216	0.063	0.207	0.183	0.164	0.191	0.200	0.242	0.189	0.327	0.093	0.046	0.289	0.048
ENSMUSG00000018347	2.959	3.390	3.687	3.927	5.164	3.870	4.073	4.055	3.549	3.644	3.872	3.713	3.951	4.117	3.309	3.590	3.792	5.024	4.270	3.434	2.264	3.192	2.868
ENSMUSG00000018362	2.477	3.057	5.721	3.880	7.123	4.847	4.900	5.653	4.733	2.569	2.702	4.037	3.864	3.885	4.595	4.323	5.150	5.757	4.520	3.316	1.969	3.431	3.362
ENSMUSG00000018363	5.001	15.345	15.190	14.334	12.882	16.190	15.066	15.492	11.008	9.365	7.548	19.212	17.323	19.587	18.069	19.067	20.976	20.191	21.950	17.732	14.100	16.866	15.256
ENSMUSG00000018372	2.348	8.044	4.743	6.828	3.426	5.727	4.145	4.622	7.068	4.323	3.249	6.763	5.192	6.279	4.238	6.084	5.043	4.094	4.425	3.859	4.248	6.493	2.667
ENSMUSG00000018377	5.196	11.171	11.037	11.271	9.191	12.488	9.778	11.091	11.048	11.357	8.301	14.885	14.429	14.860	14.583	17.394	19.255	18.078	19.306	19.658	13.395	16.108	13.896
ENSMUSG00000018378	17.463	17.248	16.556	19.364	24.944	23.465	20.120	20.119	15.431	10.493	18.198	20.568	20.938	17.774	24.628	27.375	32.622	28.230	27.583	18.909	14.150	16.944	15.377
ENSMUSG00000018379	29.563	64.995	69.591	71.756	62.092	77.468	57.355	75.278	77.469	62.867	37.393	62.546	69.721	73.026	71.819	68.699	84.025	77.397	86.888	63.373	47.970	75.106	53.208
ENSMUSG00000018381	12.202	3.991	4.925	4.993	4.384	2.166	2.271	1.749	6.468	5.902	10.387	3.269	6.877	5.952	8.303	4.547	4.063	6.758	5.140	9.992	5.628	8.181	8.260
ENSMUSG00000018387	8.270	0.444	0.679	1.519	1.083	0.469	0.133	0.681	1.846	5.421	3.071	0.349	0.416	0.542	1.099	0.245	0.247	0.385	0.777	1.789	1.400	3.022	1.832
ENSMUSG00000018395	1.420	5.990	6.363	7.328	4.724	8.180	5.057	7.040	8.648	4.315	2.586	7.026	6.914	7.179	7.663	7.851	7.188	7.426	9.147	4.840	4.344	5.962	4.176
ENSMUSG00000018398	12.126	4.344	3.863	6.780	7.960	8.831	6.487	5.819	5.619	8.135	13.188	10.590	10.663	10.764	11.396	10.612	13.570	13.895	13.190	14.239	10.666	12.392	10.652
ENSMUSG00000018401	5.519	9.049	9.111	8.642	7.150	7.829	9.145	8.501	6.245	5.100	7.010	7.857	9.828	10.706	8.108	8.174	10.458	11.209	9.372	6.732	5.686	7.358	5.814
ENSMUSG00000018405	6.271	1.805	2.673	2.087	3.369	3.294	2.830	2.960	2.185	3.902	4.337	1.886	2.446	2.559	2.671	2.547	2.910	3.678	2.655	2.575	1.786	3.449	2.726
ENSMUSG00000018411	9.611	0.354	1.005	0.758	0.468	0.500	0.661	0.171	0.742	10.067	6.828	0.795	1.059	0.804	0.760	0.699	1.395	1.249	1.632	2.457	5.194	10.843	6.501
ENSMUSG00000018412	10.079	15.627	15.472	14.059	14.941	13.730	11.493	12.828	11.139	13.870	10.398	13.448	14.479	15.123	15.196	17.116	16.910	17.277	17.380	16.619	10.914	15.084	13.378
ENSMUSG00000018415	16.924	18.430	17.030	17.701	16.276	15.325	15.205	15.647	18.311	27.179	20.182	20.764	23.416	23.495	24.585	21.173	22.425	21.169	23.350	20.172	16.949	31.147	23.334
ENSMUSG00000018417	4.892	6.956	5.833	9.504	20.366	26.837	25.959	26.899	11.776	14.102	8.680	51.125	51.115	47.537	42.413	78.973	86.690	73.262	78.152	39.723	33.004	43.586	36.959
ENSMUSG00000018425	3.938	20.724	16.759	18.448	12.825	16.726	15.037	15.113	17.449	12.554	6.538	16.422	15.547	15.795	12.991	16.111	14.512	14.413	17.842	11.111	8.147	12.207	10.790
ENSMUSG00000018427	6.199	4.998	4.573	5.052	4.207	5.354	5.161	4.609	5.540	6.796	5.441	5.971	5.521	6.753	7.030	5.704	6.236	6.136	6.414	5.296	4.045	6.604	4.771
ENSMUSG00000018428	112.098	38.391	34.729	38.111	29.999	27.833	29.892	26.437	36.288	84.419	78.000	26.897	34.315	45.065	39.350	29.928	37.415	44.915	36.678	36.386	33.001	87.616	61.763
ENSMUSG00000018433	6.028	7.726	10.075	8.825	7.363	10.095	7.418	9.874	10.712	9.811	7.259	7.778	10.375	13.081	9.666	9.910	11.486	11.874	11.559	8.126	6.618	12.137	9.138
ENSMUSG00000018442	29.422	32.722	35.655	33.932	39.230	31.712	36.434	35.173	33.729	21.296	29.044	27.349	29.783	30.075	29.369	23.635	26.258	27.189	26.710	13.623	16.383	19.921	19.190
ENSMUSG00000018446	112.470	53.657	55.174	53.959	66.236	51.862	55.599	57.178	63.600	76.511	89.085	56.536	61.445	59.863	59.498	60.012	63.786	71.641	65.677	47.710	41.907	68.506	55.921
ENSMUSG00000018449	16.842	11.727	8.325	10.942	12.352	10.660	9.036	8.132	13.662	12.220	16.427	16.128	11.491	11.443	11.747	11.799	11.788	13.496	10.956	12.490	10.197	14.704	11.888
ENSMUSG00000018451	0.080	0	0	0.063	0	0.030	0	0	0	0.038	0	0.108	0.032	0	0.033	0	0.036	0.067	0.065	0	0	0	0.041
ENSMUSG00000018459	0.077	0.183	0.284	0.216	0.887	0.161	0.148	0.330	0.218	0.179	0.580	0.321	0.193	0.188	0.389	0.060	0.034	0.048	0.154	0.058	0.136	0.115	0.059
ENSMUSG00000018470	1.507	0.173	0.043	0.096	0.094	0.042	0.105	0	0.337	1.133	0.978	0.235	0.249	0.632	0.502	0.293	0.705	0.307	0.186	1.039	0.851	1.240	1.120
ENSMUSG00000018474	13.965	5.754	5.450	9.249	7.142	5.594	4.551	4.767	7.907	17.295	11.881	10.407	7.481	10.738	12.394	9.445	7.638	9.691	8.636	17.668	12.424	20.078	14.465
ENSMUSG00000018476	14.815	25.080	17.567	21.571	19.998	26.245	20.856	16.578	21.566	9.924	11.259	32.331	24.186	30.477	21.381	21.611	23.191	23.190	17.180	14.466	9.423	19.676	10.849
ENSMUSG00000018479	0	0	0	0.068	0.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018481	3.099	10.345	11.106	11.046	9.488	12.400	10.297	12.180	9.451	7.458	4.332	12.893	11.707	11.608	10.684	14.284	14.079	13.416	13.968	9.136	6.113	9.851	7.550
ENSMUSG00000018486	0.013	0	0	0	0.021	0	0.020	0.022	0	0	0	0	0.063	0	0.011	0.010	0.071	0.044	0.065	0	0.026	0.039	0.027
ENSMUSG00000018500	0.098	0.028	0.025	0	0.181	0.097	0.242	0.054	0.238	0	0.029	0.146	0.078	0.058	0.108	0.128	0	0.109	0.106	0.033	0.032	0	0
ENSMUSG00000018501	25.751	125.986	106.544	116.719	61.194	107.927	83.903	99.572	92.603	54.778	38.241	139.799	122.395	139.157	122.219	141.563	138.963	138.512	142.295	98.510	68.927	100.165	85.538
ENSMUSG00000018507	2.356	1.809	1.567	1.420	10.103	10.357	14.387	6.753	1.680	0.551	1.690	2.639	2.694	2.391	2.245	7.027	11.346	10.179	8.184	0.707	1.391	1.612	1.253
ENSMUSG00000018509	56.176	32.322	28.757	32.314	41.086	30.958	34.533	26.957	33.288	25.754	34.732	21.627	26.297	30.208	25.585	28.130	29.358	32.394	27.074	13.163	12.544	18.055	13.396
ENSMUSG00000018537	6.169	3.101	2.419	3.180	4.858	4.226	4.140	2.930	2.802	4.362	5.063	2.551	3.264	2.782	3.954	4.172	4.882	5.126	4.175	4.300	3.271	5.194	4.076
ENSMUSG00000018541	4.957	3.499	3.629	4.377	5.831	4.206	4.214	4.374	3.531	5.171	5.232	4.825	4.534	4.735	5.179	4.813	6.172	5.961	5.616	4.838	3.362	4.242	4.133
ENSMUSG00000018543	0	0	0	0.226	0	0.072	0	0.080	0.078	0	0.174	0.430	0.076	0.257	0.080	0.226	0.342	0	0.078	0.097	0	0.571	0
ENSMUSG00000018547	7.964	7.212	8.454	8.475	9.882	8.223	7.446	8.526	8.004	7.110	6.731	5.967	8.289	9.022	8.957	7.375	9.353	11.853	9.580	6.254	5.051	6.970	6.098
ENSMUSG00000018548	2.005	6.757	6.494	4.083	6.348	7.899	6.317	5.881	7.026	3.579	2.898	6.573	7.183	7.071	7.641	8.391	7.609	7.595	8.373	5.083	3.508	6.361	5.031
ENSMUSG00000018554	17.470	3.090	4.829	5.753	5.316	3.070	3.223	3.906	4.354	15.974	11.991	2.580	3.593	5.118	4.017	2.135	2.573	1.779	1.109	8.162	5.262	19.369	12.801
ENSMUSG00000018559	161.387	69.846	65.250	66.149	69.008	65.522	69.394	68.332	76.454	82.845	104.840	61.483	66.726	66.041	71.314	67.424	71.066	75.597	67.591	68.933	56.179	74.257	64.915
ENSMUSG00000018565	62.423	31.139	35.170	34.730	41.993	35.393	37.571	34.957	37.989	36.651	47.317	29.244	30.948	29.117	30.835	32.497	34.437	32.591	36.604	25.383	21.999	35.826	29.912
ENSMUSG00000018566	405.976	133.775	176.113	166.817	146.360	115.321	120.661	127.822	174.656	249.689	261.001	106.430	145.267	129.886	142.737	93.905	96.678	99.282	91.141	66.713	70.452	142.835	117.479
ENSMUSG00000018567	429.355	276.792	277.800	291.944	378.047	284.435	344.754	304.081	314.194	252.923	392.907	263.172	287.128	256.897	278.537	272.337	288.717	308.526	291.593	191.273	160.302	219.741	200.820
ENSMUSG00000018569	0.252	0	0	0.252	0.072	0	0	0	0	0.344	0.119	0	0	0.207	0.075	0	0	0.175	0.074	0.091	0	0.159	0.168
ENSMUSG00000018570	0.292	0.403	0.182	0.444	0.517	0.340	0.054	0.448	0.207	0.534	0.395	0.430	0.536	0.413	1.332	0.577	0.936	0.820	1.004	1.006	1.127	0.700	0.916
ENSMUSG00000018572	27.917	13.550	14.653	14.678	28.276	19.012	18.134	18.807	16.469	16.393	23.078	19.791	18.777	22.171	23.058	21.932	24.820	28.627	25.459	20.146	14.893	21.729	19.566
ENSMUSG00000018574	1420.400	177.628	178.078	197.435	158.853	123.815	140.086	140.799	235.072	995.304	1088.110	268.002	267.204	281.258	290.701	160.669	176.083	171.166	147.934	455.053	349.106	762.307	637.585
ENSMUSG00000018581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0.008	0.008
ENSMUSG00000018583	8.163	13.173	13.690	13.738	15.989	14.101	13.213	13.682	15.497	9.459	8.038	15.453	14.232	16.272	14.864	14.862	15.596	16.505	14.942	8.500	7.084	10.989	8.595
ENSMUSG00000018585	248.768	73.995	85.256	85.309	135.757	84.340	108.672	111.908	99.727	123.846	190.061	81.480	83.153	77.680	89.673	68.168	78.374	80.786	74.990	65.618	52.444	76.623	76.668
ENSMUSG00000018593	745.550	1562.540	1372.900	1495.100	1559.760	1541.140	1914.850	1391.520	1348.010	486.275	779.909	1094.680	1057.900	993.451	1022.420	1011.480	1075.720	1104.090	1091.860	585.220	526.467	510.416	530.699
ENSMUSG00000018595	0.066	0.057	0.059	0.051	0.154	0.058	0.024	0	0.088	0.061	0	0.029	0.062	0.058	0.064	0.030	0.035	0.082	0.063	0	0	0.038	0
ENSMUSG00000018599	24.852	8.122	10.014	7.794	12.426	7.932	6.077	8.567	7.560	14.249	15.146	4.816	6.364	7.529	7.759	4.866	4.756	5.763	4.666	4.439	4.194	9.323	6.572
ENSMUSG00000018604	5.021	2.534	2.175	3.117	3.150	1.850	1.614	2.283	2.314	6.062	4.620	3.660	3.623	5.370	5.687	4.304	4.449	7.965	4.779	16.073	6.118	12.080	9.935
ENSMUSG00000018623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150	0	0.137	0	0	0	0
ENSMUSG00000018648	6.714	0.431	0.286	0.715	0.455	0.558	0.216	0.342	0.949	4.227	3.103	0.205	0.132	0.204	0.172	0.176	0.243	0.285	0.169	0.735	0.785	2.914	1.842
ENSMUSG00000018651	3.395	5.984	5.976	5.114	4.273	4.319	5.465	5.217	5.947	4.466	2.955	4.326	5.083	6.835	4.716	5.547	6.318	5.514	6.436	5.728	3.295	5.948	4.427
ENSMUSG00000018654	0.077	0.367	0.373	0.736	0.864	0.848	1.028	1.463	0.447	0.141	0.158	1.531	1.351	1.071	1.042	3.785	3.913	4.197	4.152	0.504	0.455	0.369	0.264
ENSMUSG00000018659	29.512	12.678	13.598	15.128	22.196	16.382	19.681	17.863	16.674	15.456	19.090	13.840	14.086	12.620	13.364	15.936	14.385	16.889	12.830	7.656	8.627	14.345	10.515
ENSMUSG00000018661	17.841	10.612	14.603	12.221	15.400	10.909	11.173	13.270	13.090	10.714	14.271	11.427	12.954	13.820	12.400	14.044	15.185	20.726	17.495	12.657	9.450	12.953	11.104
ENSMUSG00000018666	7.259	12.220	13.707	14.195	11.447	13.252	11.474	12.497	14.474	14.178	10.604	11.821	13.393	13.850	13.708	12.894	13.785	13.064	14.952	14.851	13.231	17.787	13.866
ENSMUSG00000018669	22.743	29.180	26.033	26.405	42.526	32.903	34.708	34.514	25.064	13.392	15.911	25.953	21.155	22.225	24.029	30.059	30.029	30.346	27.461	9.147	8.074	12.474	11.418
ENSMUSG00000018672	68.228	46.756	47.523	48.960	72.379	60.088	70.119	65.420	52.523	43.373	65.601	44.708	45.116	44.515	45.026	49.514	54.654	51.844	53.002	31.462	25.097	34.696	32.465
ENSMUSG00000018677	405.229	108.097	120.457	132.784	121.335	121.815	132.349	116.931	119.329	210.700	282.137	107.792	130.604	120.994	136.845	115.600	120.485	125.508	108.327	88.927	75.298	126.923	119.064
ENSMUSG00000018678	11.174	7.709	8.223	7.843	11.311	11.903	11.844	12.396	5.762	7.426	8.272	5.416	7.083	7.526	7.646	10.646	11.976	11.589	11.236	5.027	4.313	5.845	5.119
ENSMUSG00000018697	4.483	7.250	7.597	8.494	8.432	9.073	8.865	9.211	8.039	5.291	6.734	6.150	7.513	8.177	7.014	9.080	9.190	10.584	9.218	6.120	5.189	6.050	5.386
ENSMUSG00000018698	0	0	0	0	0	0.059	0	0	0	0	0.154	0	0	0	0	0.010	0	0	0	0	0	0	0
ENSMUSG00000018707	60.389	53.009	53.056	50.806	38.633	58.730	56.144	53.898	52.098	45.211	56.164	52.880	54.596	54.080	48.489	61.073	62.933	60.039	57.926	52.211	36.745	54.774	51.169
ENSMUSG00000018727	0.567	0.148	0.100	0.139	0.212	0.065	0.066	0.044	0.224	0.278	0.313	0.249	0.200	0.537	0.293	0.126	0	0.185	0.200	0.378	0.443	0.536	0.307
ENSMUSG00000018733	4.321	5.759	7.070	7.275	6.629	5.990	6.161	6.189	5.604	4.447	5.383	4.594	7.105	6.036	6.961	8.335	6.730	6.145	5.819	4.714	3.672	4.320	4.842
ENSMUSG00000018736	30.545	40.853	35.872	40.825	50.567	44.391	45.835	45.143	45.583	42.284	44.245	67.956	45.148	47.988	50.845	49.838	49.350	53.200	56.037	52.293	39.290	49.588	44.117
ENSMUSG00000018740	85.248	28.883	33.618	31.152	23.835	24.119	25.258	27.066	27.877	59.187	65.410	27.193	38.722	32.475	34.637	21.848	22.334	19.280	20.612	20.607	24.505	42.094	36.628
ENSMUSG00000018750	10.523	19.984	18.981	17.660	25.154	19.754	22.886	20.769	13.160	8.248	8.433	16.681	14.884	19.375	21.355	21.526	20.286	21.832	17.508	11.488	7.646	13.478	10.265
ENSMUSG00000018752	3.446	0.816	0.229	1.144	1.161	1.095	2.178	1.309	1.055	3.586	5.676	2.823	2.294	1.361	2.832	3.305	1.355	1.579	6.331	8.266	2.571	0.258	7.402
ENSMUSG00000018761	129.955	61.698	72.418	73.653	92.915	80.333	80.846	85.955	80.624	68.318	89.398	71.279	75.590	73.558	77.195	83.977	93.746	88.043	79.132	43.417	33.969	52.996	47.565
ENSMUSG00000018765	31.306	39.917	33.376	32.830	47.234	38.889	40.185	35.612	30.195	23.766	29.822	32.782	33.007	32.858	33.696	39.148	37.401	45.488	37.068	27.565	18.900	29.853	22.710
ENSMUSG00000018770	362.590	514.038	560.075	557.331	646.234	520.009	568.075	599.743	623.399	297.255	368.420	447.135	515.630	429.301	472.417	457.605	506.210	497.545	466.424	196.528	188.346	214.037	201.286
ENSMUSG00000018774	2.019	3.738	2.351	5.759	14.469	14.826	6.646	10.418	12.561	1.161	2.671	16.152	10.513	9.583	2.968	17.512	16.376	13.750	22.150	3.523	3.821	4.977	2.052
ENSMUSG00000018776	0.074	0.161	0.085	0.174	0.088	0.166	0.110	0.092	0.030	0.104	0.134	0.066	0.177	0.099	0.092	0	0.099	0.062	0.060	0.075	0.074	0.110	0
ENSMUSG00000018796	371.572	704.008	814.607	733.494	436.425	412.464	391.033	499.863	745.858	435.680	348.204	622.046	524.592	682.611	534.793	426.961	331.987	390.512	306.772	276.654	174.854	453.945	313.819
ENSMUSG00000018800	0.321	1.586	1.486	2.049	0.649	1.625	0.963	1.463	1.350	1.757	0.720	4.145	3.907	4.046	4.641	6.816	7.030	5.346	7.010	3.033	2.770	3.903	3.283
ENSMUSG00000018809	2.754	1.480	1.753	1.952	2.938	2.442	2.245	3.405	1.848	3.144	3.165	2.335	2.190	2.796	2.222	3.136	3.134	4.170	2.469	2.016	1.222	2.487	1.352
ENSMUSG00000018819	2.614	0.552	1.260	1.876	3.941	3.398	2.578	0.520	2.007	1.276	1.461	3.383	3.290	1.367	1.648	6.554	7.446	4.667	6.089	2.611	2.502	1.838	1.724
ENSMUSG00000018820	16.155	12.245	14.004	13.892	15.951	14.190	15.078	15.310	12.816	10.767	11.752	15.219	14.269	13.157	15.638	14.910	16.238	18.454	15.529	9.025	6.602	9.737	10.749
ENSMUSG00000018821	11.776	4.233	3.964	4.862	9.767	4.551	5.391	5.147	4.911	4.757	7.068	4.691	4.752	3.990	4.657	4.090	4.757	4.973	4.026	3.778	2.405	4.809	3.924
ENSMUSG00000018822	2.052	7.962	5.131	8.311	21.643	24.251	17.256	12.806	7.118	1.418	1.599	5.736	3.465	3.232	5.184	16.509	8.600	11.633	18.651	0.383	1.070	0.969	1.240
ENSMUSG00000018830	0.977	2.352	1.338	2.941	6.387	5.109	3.981	4.674	2.496	1.498	1.759	4.323	4.079	4.042	7.899	10.354	12.956	16.369	12.043	4.602	6.138	4.997	7.741
ENSMUSG00000018841	9.633	19.551	22.619	21.845	23.957	19.147	25.052	19.921	18.208	8.232	11.212	33.574	31.488	34.514	31.152	34.939	30.377	35.086	26.836	10.929	7.424	10.120	10.227
ENSMUSG00000018844	0.028	0.696	0.318	0.434	0.154	0.207	0.206	0.207	0.361	0.078	0.125	2.380	2.885	3.624	2.526	1.348	1.479	1.252	1.467	0.224	0.442	0.466	0.258
ENSMUSG00000018845	59.340	8.712	7.362	10.542	12.003	9.945	7.457	7.931	15.413	34.579	61.176	14.262	17.080	19.204	25.670	18.662	20.052	23.377	17.907	50.939	33.200	34.408	35.822
ENSMUSG00000018846	10.969	132.432	166.092	138.847	62.403	127.324	85.048	153.453	132.953	35.125	18.016	93.057	113.196	113.965	95.851	114.836	123.889	101.554	107.830	30.596	25.891	42.045	30.050
ENSMUSG00000018848	5.175	17.927	21.629	20.483	20.937	23.636	21.977	26.671	19.932	14.071	8.600	18.265	22.745	20.744	18.767	22.448	23.968	20.496	22.690	13.087	11.470	17.852	14.478
ENSMUSG00000018849	0.090	0.145	0.041	0.073	0.325	0.299	0.158	0.176	0.143	0.012	0.151	0.116	0.159	0.047	0.044	0.218	0.260	0.122	0.176	0.127	0	0.171	0.014
ENSMUSG00000018858	85.015	28.736	32.725	28.506	45.090	28.114	35.687	33.167	34.483	45.514	65.236	26.939	33.635	30.064	33.823	28.640	37.098	33.935	29.302	29.549	22.478	33.670	32.133
ENSMUSG00000018861	9.955	3.724	3.755	4.070	3.854	2.865	3.992	3.689	3.865	5.373	7.252	3.448	3.471	3.795	3.538	3.130	3.213	3.270	2.514	3.484	1.950	3.872	3.584
ENSMUSG00000018862	0	0	0	0	0	0	0	0	0	0	0	0	0.020	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018865	0	0	0	0	0	0.019	0.019	0.042	0	0	0	0.023	0	0	0	0	0.045	0.084	0.062	0	0	0.050	0.026
ENSMUSG00000018868	0.212	0.061	0.109	0.194	0.197	0.318	0.290	0.117	0.115	0.066	0.096	0.127	0.253	0.315	0.117	0.074	0.189	0.356	0.087	0.107	0.035	0.070	0.037
ENSMUSG00000018882	29.947	13.732	18.215	17.746	18.823	14.698	20.336	19.902	17.614	21.918	25.008	16.557	15.833	17.015	13.887	16.351	16.439	18.488	15.161	12.238	10.059	17.949	12.905
ENSMUSG00000018893	2.184	0.149	0.190	0.224	0.493	0.428	0.242	0.380	0.354	1.118	1.753	0.111	0.136	0.153	0.103	0.135	0	0.096	0.101	1.382	0.928	0.626	2.386
ENSMUSG00000018899	100.508	815.798	571.197	557.795	349.458	357.518	393.821	279.266	652.758	107.318	183.712	548.363	577.694	674.724	492.346	327.036	257.500	376.922	227.550	162.241	95.851	241.624	107.027
ENSMUSG00000018900	17.904	40.292	23.358	30.005	17.168	32.707	21.709	17.463	36.973	17.807	17.502	54.265	30.170	42.477	26.835	26.732	26.277	25.611	26.551	19.398	14.642	30.267	17.168
ENSMUSG00000018906	14.638	13.834	13.441	14.777	9.534	13.526	14.338	11.505	12.467	8.518	12.841	9.459	13.929	10.854	10.416	9.919	11.496	11.378	12.368	11.610	8.886	7.488	7.501
ENSMUSG00000018907	0	0	0	0	0	0	0.134	0.072	0.020	0	0	0.078	0	0	0.021	0.068	0.186	0.085	0.119	0	0	0	0.026
ENSMUSG00000018909	8.658	10.866	8.779	11.060	14.673	14.666	13.932	14.907	8.205	7.234	8.083	9.891	12.031	14.827	12.700	15.632	13.881	16.408	17.007	5.533	5.760	8.335	7.917
ENSMUSG00000018916	0	0	0	0.059	0.119	0.056	0.056	0	0	0	0	0.336	0.119	0.067	0.062	0	0.134	0.188	0.122	0	0	0	0
ENSMUSG00000018919	0	0.114	0.046	0.121	0.334	1.186	0.898	0.767	0.049	0	0	0.282	0.105	0.053	0.240	0.330	0.351	0.220	0.368	0	0	0.130	0
ENSMUSG00000018920	1.724	2.053	1.075	1.780	6.285	3.644	4.811	3.378	2.842	0.679	1.291	4.097	2.265	2.156	2.733	3.503	3.507	4.091	3.716	1.698	1.348	1.562	1.515
ENSMUSG00000018921	6.535	9.679	11.097	10.665	12.152	12.212	12.152	12.263	8.593	3.333	4.439	6.265	8.218	8.059	7.154	8.200	10.069	9.799	8.559	4.302	3.080	4.115	4.053
ENSMUSG00000018923	9.743	7.708	6.967	7.698	13.647	9.385	12.755	11.106	7.944	5.820	8.670	5.337	6.520	6.615	6.744	7.313	7.696	9.319	7.547	5.014	4.152	4.425	4.811
ENSMUSG00000018924	0	0	0	0	0.732	0.205	0.944	0.420	0.020	0	0.023	0.022	0.020	0.022	0.021	0.235	0.642	0.358	0.243	0	0	0	0
ENSMUSG00000018925	0	0	0.025	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0
ENSMUSG00000018927	1.247	7.059	4.571	14.188	24.754	18.196	17.221	12.535	30.291	0.494	1.408	28.225	19.846	16.749	10.323	38.234	30.271	51.218	52.982	1.504	2.256	6.411	1.512
ENSMUSG00000018930	1.363	3.623	1.115	10.610	26.351	14.193	13.400	10.479	26.928	0.935	1.151	17.734	8.818	6.149	4.447	8.706	9.709	7.992	9.257	1.379	1.268	3.239	0.752
ENSMUSG00000018931	15.614	10.754	13.806	12.202	15.653	12.945	11.918	14.002	11.427	8.473	10.465	9.610	11.803	11.602	10.583	11.530	11.207	11.636	10.866	5.716	4.691	6.452	5.979
ENSMUSG00000018932	46.860	59.167	55.074	53.754	66.746	56.096	49.522	49.896	59.027	28.736	40.714	62.601	46.515	42.937	43.503	46.694	40.016	47.070	44.168	24.414	16.669	24.659	23.307
ENSMUSG00000018965	29.500	51.192	50.066	55.240	67.892	65.269	72.061	67.403	60.193	30.004	39.300	57.117	62.059	56.233	61.872	76.194	70.873	73.796	77.912	53.163	32.636	40.787	40.943
ENSMUSG00000018973	0	0	0	0	0.023	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018974	8.044	4.523	4.667	4.692	5.780	4.625	4.958	4.676	4.616	5.993	7.157	4.447	5.082	5.748	5.147	5.818	6.091	6.612	5.002	6.278	4.517	7.038	5.550
ENSMUSG00000018983	7.304	0.559	0.912	1.315	1.498	0.772	0.528	0.769	0.732	2.048	1.676	0.390	1.880	2.827	2.129	0.609	0.924	1.500	1.644	1.149	1.409	4.873	4.108
